scope,storage_root,field_path,field_label,data_type,format,requiredness,required_when,allowed_values,sensitive,persistence_status,derived_or_input,collection_min,collection_max,initial_item_count,sync_party_ids,source_file,source_symbol,source_line,notes
plan_initial,D,q3MedOther,Other medical service provided,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q3MedExplain,Medical service explanation,string,,conditional,q3MedOther is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Required when q3MedOther is true
plan_initial,D,q4Mental,Mental health service provision,enum,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Choice plus explanation
plan_initial,D,q5Personal,Personal care provision,enum,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Choice plus explanation
plan_initial,D,q6CareFacility,Socialization via care facility,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q6NursesAides,Socialization via nurses/aides,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q6FamilyFriends,Socialization via family/friends,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q6DayProgram,Socialization via day program,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q6WardDecides,Ward decides socialization/recreation,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q6Other,Other socialization/recreation arrangement,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q6Explain,Socialization/recreation explanation,string,,conditional,q6Other is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Required when q6Other is true
plan_initial,D,q7SocialSecurity,Social Security benefit status,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q7Ssdi,SSDI benefit status,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q7Hmo,HMO benefit status,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q7Ssi,SSI benefit status,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q7StateSupplement,State supplement benefit status,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q7InstitutionalCare,Institutional care benefit status,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q7SupplementalIns,Supplemental insurance status,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q7Pension,Pension benefit status,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q7Medicare,Medicare benefit status,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q7Medicaid,Medicaid benefit status,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q7Va,VA benefit status,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q7Trusts,Trust benefit status,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q7PendingBenefits,Pending benefits indicator,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q7Other,Other benefit/insurance status,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,q7Explain,Benefits and insurance explanation,string,,conditional,q7Other is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Required when q7Other is true
plan_initial,D,q9Providers[].name,Examining provider name,string,,conditional,populated row,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyInitialProvider() / addPlanRow('q9Providers',...)",,Repeatable row field
plan_initial,D,q9Providers[].providerType,Examining provider type,string,,optional,,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyInitialProvider() / addPlanRow('q9Providers',...)",,Repeatable row field
plan_initial,D,q9Providers[].examDate,Exam date,date,iso-date,optional,,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyInitialProvider() / addPlanRow('q9Providers',...)",,ISO date
plan_initial,D,q9Providers[].street,Examining provider street,string,,optional,,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyInitialProvider() / addPlanRow('q9Providers',...)",,Address component
plan_initial,D,q9Providers[].cityStateZip,Examining provider city/state/ZIP,string,zip,optional,,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyInitialProvider() / addPlanRow('q9Providers',...)",,Address component
plan_initial,D,q9Providers[].phone,Examining provider phone,string,phone,optional,,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyInitialProvider() / addPlanRow('q9Providers',...)",,Formatted phone
plan_initial,D,adls.lightHousekeeping,Light housekeeping ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanInitial(),,Configured ADL rating
plan_initial,D,adls.medication,Medication administration ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanInitial(),,Configured ADL rating
plan_initial,D,adls.managingMoney,Managing money ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanInitial(),,Configured ADL rating
plan_initial,D,adls.bathing,Bathing ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanInitial(),,Configured ADL rating
plan_initial,D,adls.prepareMeals,Prepare meals ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanInitial(),,Configured ADL rating
plan_initial,D,adls.stairs,Climbing stairs ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanInitial(),,Configured ADL rating
plan_initial,D,adls.shopping,Shopping ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanInitial(),,Configured ADL rating
plan_initial,D,adls.laundry,Laundry ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanInitial(),,Configured ADL rating
plan_initial,D,adls.toileting,Toileting ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanInitial(),,Configured ADL rating
plan_initial,D,adls.dressing,Dressing ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanInitial(),,Configured ADL rating
plan_initial,D,adls.transferring,Transfer ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanInitial(),,Configured ADL rating
plan_initial,D,adls.eating,Eating ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanInitial(),,Configured ADL rating
plan_initial,D,adls.walking,Walking/mobility ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanInitial(),,Configured ADL rating
plan_initial,D,adls.grooming,Grooming ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanInitial(),,Configured ADL rating
plan_initial,D,adls.heavyChores,Heavy chores ability rating,enum,,required,,PLAN_ADL_RATINGS,none,persisted,input,,,,,src/legacy-app.js,emptyDataPlanInitial(),,Configured ADL rating
plan_initial,D,mentalAlzheimers,Alzheimer's diagnosis indicator,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,mentalAutism,Autism diagnosis indicator,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,mentalClosedHeadInjury,Closed head injury indicator,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,mentalDementia,Dementia diagnosis indicator,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,mentalDepression,Depression diagnosis indicator,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,mentalDevelopmental,Developmental disability indicator,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,mentalSubstance,Substance-related diagnosis indicator,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,mentalSchizophrenia,Schizophrenia diagnosis indicator,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,mentalOther,Other mental condition indicator,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,mentalExplain,Mental condition explanation,string,,conditional,mentalOther is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Required when mentalOther is true
plan_initial,D,physMobility,Mobility impairment indicator,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,physBlindness,Blindness indicator,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,physDeafness,Deafness indicator,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,physDiabetic,Diabetes indicator,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,physParkinsons,Parkinson's indicator,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,physArthritis,Arthritis indicator,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,physOther,Other physical condition indicator,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,physExplain,Physical condition explanation,string,,conditional,physOther is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Required when physOther is true
plan_initial,D,usesDentures,Dentures currently used,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,usesHearingAid,Hearing aid currently used,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,usesWheelchair,Wheelchair currently used,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,usesWalker,Walker currently used,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,usesCrutches,Crutches currently used,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,usesProsthetics,Prosthetics currently used,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,usesGlasses,Glasses currently used,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,usesNone,No assistive devices currently used,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,usesOther,Other assistive device currently used,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,usesExplain,Assistive-device-in-use explanation,string,,conditional,usesOther is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Required when usesOther is true
plan_initial,D,needsDentures,Dentures needed,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,needsHearingAid,Hearing aid needed,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,needsWheelchair,Wheelchair needed,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,needsWalker,Walker needed,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,needsCrutches,Crutches needed,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,needsProsthetics,Prosthetics needed,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,needsGlasses,Glasses needed,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,needsNone,No assistive devices needed,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,needsOther,Other assistive device needed,boolean,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Checkbox answer
plan_initial,D,needsExplain,Assistive-device-needed explanation,string,,conditional,needsOther is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Required when needsOther is true
plan_initial,D,committeeIncorporated,Committee recommendations incorporated,enum,,required,,Yes; No,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Tri-state Yes/No; new records begin unanswered ('')
plan_initial,D,q11Directives[].title,Advance directive title,string,,conditional,populated row,,none,persisted,input,0,unbounded,0,,src/core/state.js,emptyPlanDirective() / emptyDataPlanInitial(),,Repeatable row field. Milestone 37-4: created only once q11Executed is checked (one blank row via the checkbox handler; or via + Add Directive); zero rows by default and while unchecked; populated rows preserved when unchecked. Add/Remove exist -- no Duplicate.
plan_initial,D,q11Directives[].dateSigned,Advance directive signed date,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/state.js,emptyPlanDirective() / emptyDataPlanInitial(),,ISO date
plan_initial,D,q11Directives[].signedBy,Advance directive signed by,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/state.js,emptyPlanDirective() / emptyDataPlanInitial(),,Signer name
plan_initial,D,q11Directives[].agents,Advance directive agents,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/state.js,emptyPlanDirective() / emptyDataPlanInitial(),,Named agents
